               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,             0.04438,            0.060707,           0.0048014,             0.67935,             0.66089,             0.68391,             0.34027,            0.046673,            0.050829,           0.0078883,            0.006238,            0.006238,            0.006238
                 116,            0.043744,            0.060246,           0.0052742,             0.71583,             0.58659,             0.65182,             0.31626,            0.047564,            0.051063,           0.0085978,            0.006205,            0.006205,            0.006205
                 117,            0.043152,             0.05912,           0.0050219,             0.74244,             0.60369,              0.6708,             0.33915,             0.04699,             0.05185,           0.0082218,            0.006172,            0.006172,            0.006172
                 118,            0.043288,             0.05929,           0.0050937,             0.67917,             0.60731,             0.65007,             0.31475,            0.047849,            0.051475,           0.0092419,            0.006139,            0.006139,            0.006139
                 119,            0.043619,            0.060884,           0.0045989,             0.70118,             0.64264,             0.66705,             0.33393,            0.046722,            0.050041,           0.0077541,            0.006106,            0.006106,            0.006106
                 120,              0.0432,            0.054059,           0.0044446,             0.72101,             0.63736,             0.68631,             0.33146,            0.048156,            0.049763,           0.0080918,            0.006073,            0.006073,            0.006073
                 121,            0.042576,            0.058102,           0.0044934,             0.75831,             0.56922,             0.65266,             0.33154,            0.047993,            0.051751,           0.0087046,             0.00604,             0.00604,             0.00604
                 122,             0.04279,            0.057312,           0.0045472,             0.76301,             0.57598,             0.66391,             0.32019,            0.047279,            0.051402,           0.0086296,            0.006007,            0.006007,            0.006007
                 123,            0.042322,            0.057948,            0.004256,             0.70838,             0.60032,             0.66081,             0.32708,            0.046899,            0.051714,           0.0077601,            0.005974,            0.005974,            0.005974
                 124,            0.043581,            0.058979,           0.0044453,             0.73534,             0.59175,             0.66216,             0.31632,            0.047352,            0.052619,           0.0082537,            0.005941,            0.005941,            0.005941
                 125,            0.043013,            0.060004,           0.0044784,             0.73563,             0.60744,             0.67556,             0.32871,            0.047194,            0.050502,           0.0080355,            0.005908,            0.005908,            0.005908
                 126,            0.042135,            0.054622,           0.0046953,             0.66516,             0.64735,             0.66481,             0.32713,            0.046726,            0.050357,            0.008572,            0.005875,            0.005875,            0.005875
                 127,            0.041614,            0.061042,           0.0039629,             0.73313,             0.60177,             0.66818,             0.32013,            0.047019,            0.049536,           0.0091838,            0.005842,            0.005842,            0.005842
                 128,            0.042027,            0.058377,           0.0043448,             0.70561,             0.62704,              0.6664,             0.33537,             0.04658,            0.049469,           0.0086206,            0.005809,            0.005809,            0.005809
                 129,            0.042703,            0.056197,             0.00468,             0.72292,             0.63532,             0.68142,             0.32974,            0.047074,            0.050419,           0.0081091,            0.005776,            0.005776,            0.005776
                 130,             0.04166,            0.054575,           0.0041026,             0.76819,             0.60276,             0.67892,             0.34195,            0.045779,            0.050429,           0.0077545,            0.005743,            0.005743,            0.005743
                 131,            0.041661,            0.055625,           0.0038934,             0.73188,             0.59325,             0.65037,             0.32789,             0.04609,            0.051809,           0.0091197,             0.00571,             0.00571,             0.00571
                 132,            0.042166,            0.055811,           0.0037776,             0.73246,             0.61976,             0.65761,             0.32541,            0.046819,            0.051965,             0.00833,            0.005677,            0.005677,            0.005677
                 133,            0.040878,            0.055056,           0.0036771,             0.70467,             0.60888,             0.65735,             0.34352,            0.046723,            0.052413,           0.0080252,            0.005644,            0.005644,            0.005644
                 134,            0.042144,            0.056823,           0.0037119,             0.73297,             0.62885,             0.66108,             0.32465,            0.047612,            0.050504,           0.0082703,            0.005611,            0.005611,            0.005611
                 135,            0.042125,            0.059645,           0.0038807,             0.68859,             0.66564,             0.68593,             0.35164,            0.046275,            0.049208,           0.0083949,            0.005578,            0.005578,            0.005578
                 136,             0.04166,            0.056521,           0.0040746,             0.73303,             0.65268,             0.68815,             0.34113,            0.046242,             0.05029,           0.0089189,            0.005545,            0.005545,            0.005545
                 137,            0.041465,            0.056111,           0.0039917,             0.73293,             0.63845,             0.67285,             0.34278,            0.046522,            0.050689,           0.0082066,            0.005512,            0.005512,            0.005512
                 138,            0.041736,            0.058244,           0.0041484,             0.71897,             0.63517,             0.66261,             0.33486,            0.047201,            0.050097,           0.0087004,            0.005479,            0.005479,            0.005479
                 139,            0.041256,            0.056228,           0.0040829,             0.72721,             0.64655,             0.68626,             0.34469,            0.046509,            0.049169,           0.0082199,            0.005446,            0.005446,            0.005446
                 140,            0.041758,            0.055013,           0.0041204,             0.75198,             0.57871,             0.66048,             0.31749,            0.048367,            0.050434,           0.0099808,            0.005413,            0.005413,            0.005413
                 141,            0.041883,            0.053718,           0.0036247,              0.8086,             0.60361,             0.68333,              0.3361,            0.047518,            0.050249,           0.0075815,             0.00538,             0.00538,             0.00538
                 142,             0.04265,            0.057457,            0.003527,             0.71322,             0.66072,             0.69078,             0.33752,            0.046751,            0.050414,           0.0071435,            0.005347,            0.005347,            0.005347
                 143,            0.041648,            0.054908,           0.0038196,             0.70908,             0.65908,             0.68103,             0.34312,            0.045926,            0.050685,            0.007858,            0.005314,            0.005314,            0.005314
                 144,             0.04191,            0.056648,           0.0036338,             0.70587,             0.64515,             0.66731,             0.32904,            0.046386,            0.050596,            0.010677,            0.005281,            0.005281,            0.005281
                 145,            0.041791,            0.055981,           0.0040687,             0.69602,             0.66205,             0.67574,             0.33415,            0.046535,             0.05023,           0.0094056,            0.005248,            0.005248,            0.005248
                 146,             0.04154,             0.05498,           0.0042057,             0.76232,             0.63358,             0.67658,             0.32827,            0.047169,            0.050792,           0.0081227,            0.005215,            0.005215,            0.005215
                 147,            0.040703,            0.053224,           0.0041436,             0.75843,             0.63396,             0.69278,             0.34243,            0.046569,            0.050952,           0.0071287,            0.005182,            0.005182,            0.005182
                 148,            0.040283,            0.055639,           0.0037091,             0.73673,             0.64716,             0.67742,             0.34266,             0.04682,            0.050726,           0.0077219,            0.005149,            0.005149,            0.005149
                 149,            0.041105,            0.054566,            0.003613,             0.79997,             0.60851,             0.69463,             0.34704,            0.045838,            0.049617,           0.0082676,            0.005116,            0.005116,            0.005116
                 150,            0.039751,            0.052508,           0.0038938,             0.76322,             0.60559,             0.67319,             0.33782,            0.046552,            0.050094,           0.0070931,            0.005083,            0.005083,            0.005083
                 151,              0.0396,            0.053217,           0.0038649,             0.74489,             0.62333,             0.66968,             0.33919,            0.047247,            0.049994,           0.0076028,             0.00505,             0.00505,             0.00505
                 152,            0.040638,             0.05442,           0.0037273,             0.74684,             0.63368,             0.67947,             0.34092,            0.046298,             0.05027,           0.0079712,            0.005017,            0.005017,            0.005017
                 153,             0.04056,            0.054979,           0.0035585,             0.77522,              0.6153,             0.69124,             0.34835,            0.046473,            0.049419,           0.0076951,            0.004984,            0.004984,            0.004984
                 154,            0.041848,            0.058755,           0.0037095,             0.75901,             0.59115,             0.65531,             0.32227,            0.048147,            0.051751,           0.0089472,            0.004951,            0.004951,            0.004951
                 155,            0.040873,            0.056399,            0.003435,             0.77988,             0.62939,             0.68733,             0.34828,            0.046751,            0.050521,           0.0081748,            0.004918,            0.004918,            0.004918
                 156,            0.040361,            0.056863,            0.003881,             0.72043,             0.67151,             0.68242,              0.3455,            0.046218,            0.050525,           0.0074999,            0.004885,            0.004885,            0.004885
                 157,             0.03986,            0.056334,           0.0034983,             0.72137,             0.61982,             0.67346,             0.34012,            0.047393,            0.050868,           0.0081725,            0.004852,            0.004852,            0.004852
                 158,            0.040769,            0.059516,           0.0033971,             0.68708,             0.67333,             0.68325,             0.36059,            0.045499,            0.050269,           0.0084305,            0.004819,            0.004819,            0.004819
                 159,            0.040847,            0.056074,           0.0040395,             0.74221,             0.66332,              0.7074,             0.36451,            0.045486,            0.049974,           0.0087976,            0.004786,            0.004786,            0.004786
                 160,            0.040234,            0.057595,           0.0035233,             0.73897,             0.64282,             0.68811,             0.34362,            0.045665,            0.049963,           0.0083133,            0.004753,            0.004753,            0.004753
