               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.016477,           0.0084466,          0.00095456,             0.98338,             0.97355,             0.99369,              0.8393,            0.014528,            0.004305,          0.00089481,            0.002146,            0.002146,            0.002146
                 121,            0.016391,           0.0083935,           0.0011519,             0.98334,             0.97361,             0.99332,             0.83867,            0.014657,           0.0042542,           0.0013526,             0.00208,             0.00208,             0.00208
                 122,            0.016778,           0.0082413,           0.0012584,             0.98666,             0.97725,             0.99354,             0.84084,            0.014819,           0.0043245,           0.0011209,            0.002014,            0.002014,            0.002014
                 123,            0.016424,           0.0083603,           0.0011659,             0.98293,             0.97617,             0.99232,             0.83814,            0.014618,           0.0043429,             0.00204,            0.001948,            0.001948,            0.001948
                 124,            0.016466,           0.0084651,           0.0011915,              0.9751,             0.98358,             0.99252,             0.84356,            0.014394,            0.004265,           0.0016305,            0.001882,            0.001882,            0.001882
                 125,             0.01597,           0.0081907,           0.0011201,             0.99035,             0.97996,             0.99361,             0.83952,            0.014399,           0.0042465,           0.0010313,            0.001816,            0.001816,            0.001816
                 126,             0.01589,           0.0081686,           0.0012481,             0.98716,             0.97874,             0.99342,             0.84079,            0.014561,           0.0043124,           0.0016831,             0.00175,             0.00175,             0.00175
                 127,            0.016317,           0.0083488,           0.0012122,             0.98668,             0.97888,             0.99311,             0.84004,            0.014558,           0.0042838,          0.00088391,            0.001684,            0.001684,            0.001684
                 128,            0.016036,           0.0084536,            0.001121,              0.9901,             0.97296,             0.99289,             0.84711,            0.014643,           0.0042827,          0.00070218,            0.001618,            0.001618,            0.001618
                 129,            0.016001,           0.0082642,           0.0011351,             0.98624,             0.98062,             0.99299,             0.84266,            0.014737,           0.0043185,          0.00069172,            0.001552,            0.001552,            0.001552
                 130,            0.016214,           0.0082543,           0.0010677,             0.99149,             0.98135,               0.994,             0.84796,            0.014474,           0.0042663,            0.000527,            0.001486,            0.001486,            0.001486
                 131,            0.015763,           0.0080392,           0.0010408,              0.9864,             0.97663,             0.99365,             0.84081,            0.014303,           0.0043366,           0.0006418,             0.00142,             0.00142,             0.00142
                 132,            0.016017,           0.0079261,          0.00080603,             0.98176,             0.98534,             0.99388,             0.84529,             0.01402,            0.004328,          0.00057267,            0.001354,            0.001354,            0.001354
                 133,            0.015578,           0.0082712,           0.0010247,             0.98758,             0.98074,             0.99373,             0.84226,            0.014309,           0.0042771,           0.0013833,            0.001288,            0.001288,            0.001288
                 134,            0.015642,           0.0080606,           0.0010342,             0.99086,             0.97675,             0.99381,             0.84688,            0.014306,           0.0042792,          0.00095358,            0.001222,            0.001222,            0.001222
                 135,            0.015962,           0.0082727,           0.0013129,              0.9882,              0.9808,             0.99371,             0.84225,             0.01441,           0.0043079,           0.0011338,            0.001156,            0.001156,            0.001156
                 136,            0.015298,           0.0080785,          0.00065451,              0.9848,             0.98464,              0.9941,             0.84331,             0.01421,           0.0043142,           0.0014495,             0.00109,             0.00109,             0.00109
                 137,            0.015383,           0.0082609,          0.00083224,             0.98466,             0.98374,             0.99409,             0.84706,            0.014322,           0.0042676,           0.0015017,            0.001024,            0.001024,            0.001024
                 138,            0.015321,           0.0080501,          0.00072962,             0.98676,             0.98306,             0.99395,             0.84909,            0.013881,           0.0042472,           0.0015074,            0.000958,            0.000958,            0.000958
